Jurisdicción,Fuente,Fecha de carga,Año de Publicación de la Guia,Programa,ID Programas,Nombre Programa,Ministerio/ Organismo descentralizado,Secretaría ,Sub Secretaría ,Dirección/ unidad,Año de Implementacion Programa,Se encuentra bajo un Plan?,Plan,Clasificador A - Temática,Clasificador Sistema,Objetivo general,Objetivos específicos,Normativa,Población destinataria,Requisitos de Accesibilidad,Criterios de elegibilidad,¿Cuál es el alcance del programa?,Prestación,ID Prestación,Tipo de prestación,Modalidad de ejecución,Tipo de destinatario,Cargo Funcionario,Nombre Funcionario,Nombre Refrente
6. Buenos Aires,1. Primaria,2024-08-26,2023,PROGRAMA SALUD EN CONTEXTOS DE ENCIERRO,,PROGRAMA SALUD EN CONTEXTOS DE ENCIERRO,Ministerio de Salud,,Subsecretaría de Atención y Cuidados Integrales de las personas,Dirección Provincial de Salud Comunitaria.,,3-Sin Información,,4-Salud,2-No contributivo,"Garantizar el acceso a la atención integral de salud a las personas que se encuentran en situación de contextos de encierro, en la Provincia de Buenos Aires, desde una estrategia de Atención Primaria de la Salud (APS) y un enfoque de Determinantes Sociales de la Salud (DSS).","Elaborar un Plan Estratégico para la implementación de líneas de acción, que establezca un abordaje integral en la salud de las personas que se encuentran privadas de la libertad, y al momento de su egreso, en el ámbito de la Provincia de Buenos Aires; Diseñar, desarrollar e implementar, estrategias tendientes a la creación de circuitos de atención con el sistema de salud del medio libre, de referencia y contra referencia, que aborden de manera integral y oportuna, las problemáticas de salud de las personas en contextos de encierrofortaleciendo un circuito de continuidad de cuidados en salud, a través de la creación y/o fortalecimiento de redes integradas entre los equipos intramuros y distintas instituciones, niveles de complejidad y jurisdiccionesque permitan garantizar una atención oportuna y continua para las personas que recuperan la libertad o se les otorga arresto domiciliarioentendiendo que la fragmentación del sistema de salud configura una barrera en la accesibilidad al ejercicio del Derecho a la Salud; Elaborar y/o consolidar estrategias para el fortalecimiento de las acciones de cuidados integrales, a través de la prevención, detección precoz y atención oportuna de enfermedades transmisibles (ET); así como desarrollar un abordaje integral de enfermedades crónicas no transmisibles (ECNT), conforme estándares definidos por el Ministerio de Salud de la Provincia de Buenos Aires; Elaborar planes de formación continua para el personal sanitario, que tengan por finalidad la sensibilización y capacitación, desde una perspectiva integral de salud, que promuevan constituir equipos de salud preparados para mejorar las condiciones sanitarias de la población privada de la libertad; Generar y/o ampliar protocolos, guías e instructivos que promuevan el desarrollo de políticas integrales, desde una perspectiva de Salud Comunitaria, Decolonial, de Derechos Humanos, Géneros y Diversidades; Desarrollar una vigilancia epidemiológica, a través de la evaluación de indicadores de salud, que permitan potenciar el impacto de las políticas sanitarias y mejorar la toma de decisiones a nivel central, elaborando estrategias de abordaje focalizadas en los procesos de salud-enfermedad-atención-cuidados (PSEAC); Propiciar y favorecer el acceso a cuidados integrales de salud, con perspectiva de géneros y diversidad, promoviendo una atención sanitaria basada en el respeto a la autonomía y una escucha activa que reconozca la singularidad y los múltiples modos de vivenciar y expresar el géneropartiendo de un enfoque despatologizador, de respeto y trato digno; Ampliar y fortalecer estrategias de cuidado, para el abordaje integral colectivos que se encuentran en una situación de mayor vulnerabilidad, diseñando estrategias sanitarias específicas, que garanticen una atención oportuna y adecuada. Dentro de este colectivo, se encuentran las mujeres, las personas trans, infancias alojadas con sus madres, vejeces, personas con discapacidad y adolescentes que se encuentran en el régimen penal juvenil, entre otros grupos; Promover la integración de las distintas áreas y efectores de salud, a través de la construcción de redes inter e intrainstitucionales, entre los establecimientos de encierro y los efectores de salud del medio libre, para garantizar una atención en salud, oportuna, continua y adecuada.",resolución 1963 de 2017 (expediente N° 2900-37623/17).,"PPL en las Unidades Penitenciarias del SPB; personas con arresto domiciliario y que recuperan recientemente la libertad, supervisadas por el Patronato de Liberados (PdL); PPL detenidas en las comisarías de la PBA; adolescentes de 15 a 25 años, alojados/as en centros del Régimen de Responsabilidad Penal Juvenil, dependiente del OPNyA.","se atienden los distintos requerimientos que ingresan desde Organismos de DDHH, Instituciones Gubernamentales y No Gubernamentales, Organizaciones de la Sociedad Civil, y demandas espontáneas, garantizando turnos priorizados, acordados con hospitales, en un horario y día, así como también se gestionan los traslados correspondientes, en articulación con las autoridades de seguridad de las distintas Unidades Penitenciarias. En este sentido, el enlace y seguimiento del proceso de atención y cuidados permite garantizar el acceso a las prestaciones solicitadas, evitando situaciones que puedan implicar discriminación, expulsión u omisión de las atenciones requeridas por lxs usuarios. La articulación de las mismas debe ser planificada y gestionada en función de la proximidad y especificidad, distribuyendo los requerimientos en concordancia con la capacidad de los hospitales, distancias, etc.",SD,Total provincia.,atención integral de salud a las personas que se encuentran en situación de contextos de encierro.,,,,,,Lic. Daniel Rojas,Lucia Baratucci
6. Buenos Aires,1. Primaria,2024-08-26,2023,PROGRAMA PROVINCIAL DE SALUD Y PUEBLOS INDÍGENAS,,PROGRAMA PROVINCIAL DE SALUD Y PUEBLOS INDÍGENAS,Ministerio de Salud,,Subsecretaría de Atención y Cuidados Integrales de las personas,Dirección Pcial de Organización Comunitaria. Dirección Provincial de Salud Comunitaria.,,3-Sin Información,,4-Salud,2-No contributivo,"A los Pueblos-Naciones Indígenas de la hoy provincia de Buenos Aires se buscará promover y proponer la disposición de las áreas a fin de que puedan gozar del máximo nivel posible de salud espiritual, física y mental - emocionalcon ello permitir la visibilización, el reconocimiento, la información y el cumplimiento de los derechos en salud pública.","Reconocer, concientizar y accionar la Consulta Previa, Libre e Informada a los Pueblos-Naciones Indígenas (Comunidades y población indígena) de la hoy provincia de Buenos Aires, en los Sistemas de Salud Públicos pertinentes para incorporar las Saludes Interculturales; Informar la situación de la salud de los Pueblos-Naciones Indígenas de la hoy provincia de Buenos Aires; Resignificar los espacios institucionales de salud pública -Hospitales, CAPS, CIC, UPA, Hospitales móviles, redes sociales, folletos, campañas publicitarias, entre otras donde incorporen los propios idiomas de los Pueblos-Naciones Indígenas que habitan este territorio, para una difusión, un acceso a la información más acorde a la cultura de cada Pueblo - Nación Indígena; Diseñar, elaborar, constituir capacitaciones en saludes interculturales y atención de Comunidades y población indígena para cursos, talleres, seminarios, diplomaturas, entre otros; Acompañar y asistir técnicamente a los equipos de salud en los centros de salud priorizados (CAPS, CIC, UPA entre otros); Identificar la información disponible para la construcción de un tablero de indicadores para el monitoreo de la gestión en redes que permita vincular los abordajes territoriales interculturales en los territorios que habitan los Pueblos-Naciones Indígenas, en coordinación con las diversas Regiones Sanitaria existentes, en virtud de los lugares de residencia de los Pueblos - Naciones Indígenas en la hoy provincia de Buenos Aires; Reuniones de consensos para la incorporación y aplicación de la Variable Étnica en los sistemas informáticos, al registro de la población de los Pueblos-Naciones Indígenas de la hoy provincia de Buenos Aires; Elaborar y ejecutar relevamientos territoriales en saludes interculturales para los Pueblos-Naciones Indígenas de la hoy provincia de Buenos Aires, para readecuar las planificaciones a mediano plazo; Trabajar la relación entre los resultados de los Abordajes Territoriales en Saludes Indígenas con sus indicadores, necesidades e implicancias al territorio de cada Pueblo-Nación Indígena con ello reconocer el estado de situación de cada de Pueblo-Nación indígena que se aborde; Reuniones, planificación y avance con los miembros de la Mesa Técnica de Salud Indígena (MTSI) representada en los Pueblos-Naciones Indígenas; Modificar, implementar y divulgar la Carta de la Mujer Indígena en los Organismos del Estado Públicos-Privados, y Comunidades Indígenas de la hoy provincia de Buenos Aires; Realizar Abordajes Territoriales Interculturales de detección de Covid-19, respetando la situación de las Saludes Indígenas de este territorio; Relevar las fuentes de información sobre las Saludes Indígenas existentes en la hoy provincia de Buenos Aires; Participar e intercambiar los saberes de los Pueblos-Naciones Indígenas sobre la temática del Proyecto de Ley de Parto Respetado, en la búsqueda de aportar las visiones interculturales desde las voces de las mujeres y diversidades indígenas (implementar un Protocolo provincial intercultural de entrega de placenta y sus componentes); Explorar las diversas cosmovisiones y prácticas en saludes de los Pueblos - Naciones Indígenas presentes en la hoy provincia de Buenos Aires; Adecuación del Sistema de referencia y de contrarreferencia que incorpore la variable de Pueblo-Nación Indígena. En este sentido, garantizar los turnos y acompañar las Políticas de Saludes Integrales a les pacientes indígenas en sus recorridos.","Resolución del Ministerio de Salud 1967/17 y el Decreto 337/18, EX2019-01630447- GDEBA-DPPSMSALGP - Mesa Técnica de Salud Indígena (actualmente con modificatoria en curso, a revisión por el Ministerio de Salud de la provincia de Buenos Aires).","Toda la población indígena de la hoy provincia de Buenos Aires, amparada en la Constitución Nacional Artículo 75, inciso 22, e inciso 17 y leyes provinciales vigentes: Kakán - Diaguita, Günün a küna (tehuelche), Mapuche, Quechua - Aymara, Mocoví, Tonokoté, Guaraní, Qom, Wichi, Diaguita, entre otros.",SD,SD,Total provincia.,SD,,,,,,Coordinadora María Isabel Araujo Pincen,Lucia Baratucci
6. Buenos Aires,1. Primaria,2024-08-26,2023,"INSTITUTO DE PREVENCIÓN, DIAGNÓSTICO Y TRATAMIENTO DE CÁNCER",,"INSTITUTO DE PREVENCIÓN, DIAGNÓSTICO Y TRATAMIENTO DE CÁNCER",Ministerio de Salud,,Subsecretaría de Atención y Cuidados Integrales de las personas,"Instituto de Prevención, Diagnóstico y Tratamiento del Cáncer (IPC).",,3-Sin Información,,4-Salud,2-No contributivo,"contribuir al cuidado de las y los habitantes de la Provincia de Buenos Aires con un enfoque de salud integral, contemplando desde la prevención y la detección temprana del cáncer, el acceso al diagnóstico y tratamiento oportuno, hasta el acompañamiento a las personas con cáncer, su entorno y los cuidados paliativos.","Proveer de medicamentos específicos para el tratamiento oncológico y cuidados paliativos, así como también, el tratamiento con terapia radiante; Promover la inclusión de acciones de prevención y detección temprana del cáncer en los diferentes municipios y fortalecer los recursos necesarios para su implementación; Fomentar la calidad, equidad e integralidad de la atención a las personas con cáncer; Realizar capacitaciones y acciones de educación permanente en salud vinculadas al enfoque integral del cáncer, en coordinación con la Escuela de Gobierno en Salud “Floreal Ferrara”; Desarrollar herramientas de registro, vigilancia epidemiológica y reporte del cáncer en la Provincia de Buenos Aires; Generar una mesa de trabajo permanente para la actualización y revisión de guías terapéuticas y vademécum (VDM) del Banco de Drogas Oncológicas y Cuidados Paliativos del IPC; Articular con el nivel nacional (INC, BNDE, DADSE), municipal y otros actores involucrados para la implementación de las acciones de prevención, diagnóstico y tratamiento del cáncer; Articular al interior del ministerio con las direcciones y programas que requieran un trabajo conjunto para mejorar la atención de las personas con cáncer en todos los niveles; Generar redes intra e interministeriales para mejorar el acceso y generar líneas de cuidado para las y los habitantes de la Provincia de Buenos Aires en temas vinculados a las patologías oncológicas.","NORMATIVA El 20 de mayo de 2020, a través del Decreto Provincial N° 2020-413-GDEBA-GPBA, queda constituido el INSTITUTO DE PREVENCIÓN, DIAGNÓSTICO Y TRATAMIENTO DE CÁNCER en el ámbito de la Subsecretaria de Atención y Cuidados Integrales del Ministerio de Salud de la provincia de Buenos Aires, jerarquizando la problemática del cáncer pasando de ser un Programa Provincial a un Instituto Provincial.",SD,SD,SD,Total provincia.,BANCO DE DROGAS ONCOLÓGICAS; TRATAMIENTOS DE RADIOTERAPIA; CUIDADOS PALIATIVOS; PREVENCIÓN Y PROMOCIÓN ; ACOMPAÑANTES DE CUIDADO Y REDES DE ATENCIÓN.,,,,,,,Lucia Baratucci
6. Buenos Aires,1. Primaria,2024-08-26,2023,REDES,,REDES,Ministerio de Salud,,Subsecretaría de Atención y Cuidados Integrales de las personas,Unidad de Fortalecimiento del Sistema de Salud.,,3-Sin Información,,4-Salud,2-No contributivo,"Fortalecer la atención de la salud en el subsistema público, basada en la atención primaria, jerarquizando el primer nivel de atención (CAPS), y promoviendo una atención coordinada y ordenada entre los distintos niveles de complejidad de la Red, modificando y optimizando el modelo de atención de los CAPS basándose en el Modelo de Atención de Personas con Enfermedades Crónicas (MAPEC).","Población a cargo de equipos de salud Familiar y Comunitaria; Sistemas de información interoperables y aplicaciones informáticas; Ampliación de la cobertura prestacional, mejora de la calidad de atención y priorización de líneas de cuidado.",SD,Personas con enfermedades crónicas no transmisibles (mayores a 18 años) y Centros de Atención Primaria de Salud y Efectores de Segundo Nivel.,SD,"Desembolsos (Internacional, BID) por cumplimiento de indicadores e incentivos.",Total provincia.,Redes promueve tres líneas estratégicas orientadas a las necesidades regionales:; Fortalecimiento de las redes de servicios de salud; Fortalecimiento de las competencias de los equipos de salud y promoción de la participación social; Acompañamiento a la gestión clínica en los efectores del PNA; La prestación es un Incentivo económico al Ministerio de Salud de la provincia de Bs. As.,,,,,,Lucía Grodsinsky,Lucia Baratucci
6. Buenos Aires,1. Primaria,2024-08-26,2023,PROTEGER,,PROTEGER,Ministerio de Salud,,Subsecretaría de Atención y Cuidados Integrales de las personas,Unidad de Fortalecimiento del Sistema de Salud.,,3-Sin Información,,4-Salud,2-No contributivo,"Reorientar y mejorar la calidad de los servicios del primer nivel de atención de la salud, para el manejo integrado de las enfermedades crónicas no transmisibles y Proteger a los grupos de población vulnerable de los factores de riesgo para las Enfermedades Crónicas No Transmisibles de mayor prevalencia.",Fortalecer el proceso de adscripción de la población a cargo de los centros de salud; Implementación de Historia clínica electrónica interoperable; Implementación del modelo Mapec en los Caps; Promover mejoras en el seguimiento de pacientes con Diabetes e Hipertensión arterial; Fortalecimiento de políticas de control de tabaco; Fortalecer políticas para reducir la prevalencia de la obesidad infantil en entornos escolares.,Convenio Nación-Provincia-Convenios anuales Provincia-Municipios.,Población con CPE mayor a 18 años con enfermedades crónicas no transmisibles.,Centros de Atención Primaria de Salud que se encuentren en el Universo de 438 efectores priorizados por Nación. Promoción de políticas de prevención consumo de Tabaco y alimentación: toda la población de la provincia de Buenos Aires.,BIRF.,Departamentos/ municipios priorizados.,Componente 1: Mejorar las condiciones de los centros de atención de la salud pública; Componente 2: Protección de los grupos de población vulnerable contra los factores de riesgo de Enfermedades Crónicas No Transmisibles de mayor prevalencia ; PRESTACIONES ; Incentivo Económico a los Caps. Incentivo económico a las Sec. de Salud; Incentivo económico al Ministerio de Salud.,,,,,,Lucía Grodsinsky,Lucia Baratucci
6. Buenos Aires,1. Primaria,2024-08-26,2023,PROFIR I,,PROFIR I,Ministerio de Salud,,Subsecretaría de Atención y Cuidados Integrales de las personas,Unidad de Fortalecimiento del Sistema de Salud.,,3-Sin Información,,4-Salud,2-No contributivo,Mejorar la accesibilidad y la cobertura efectiva de los servicios públicos de salud para la población de la Provincia de Buenos Aires,Mejorar la accesibilidad y resolutividad del primer nivel de atención (PNA); Incrementar la capacidad de respuesta de los servicios de emergencia en toda la PBA; Mejorar la oportunidad de la dispensa de medicamentos oncológicos y paliativos en toda la PBA.,Decreto 1090/2018 GPBA.,personas que utilizan los servicios de salud pública.,"Convenio con municipios para plan de mejoras, en los casos que corresponde.","Préstamo BID basado en resultados. Luego de la verificación del cumplimiento de los resultados y las auditorías financieras, se desembolsan los montos invertidos.",Departamentos/ municipios priorizados.,"Componente I. Expansión y mejora del primer nivel de atención (PNA) en AMBA; Componente II. Expansión y mejora de la red de servicios de emergencia y guardias de la PBA; Componente III. Expansión y mejora de la cobertura de tratamientos oncológicos. Inversión de la Provincia en obras de infraestructura, equipamiento médico e informático, desarrollos y RRHH, entre otros.",,,,,,Lucía Grodsinsky,Lucia Baratucci
6. Buenos Aires,1. Primaria,2024-08-26,2023,PROFIR II,,PROFIR II,Ministerio de Salud,,Subsecretaría de Atención y Cuidados Integrales de las personas,Unidad de Fortalecimiento del Sistema de Salud.,,3-Sin Información,,4-Salud,2-No contributivo,"Mejorar la capacidad y calidad prestacional de los servicios públicos de salud de primer, segundo y tercer nivel de atención de la Provincia de Buenos Aires, integrándolos como una red de servicios que priorice la atención a la población con cobertura pública exclusiva para reducir los años potenciales de vida perdidos.","Mejorar la accesibilidad y resolutividad de los servicios públicos de salud del primer nivel de atención (PNA); Mejorar la efectividad e integración de redes de servicios de salud;; Ampliar la capacidad prestacional para la prevención, detección y atención de COVID-19.",SD,SD,SD,"Préstamo basado en resultados. Inversión de la Provincia en obras de infraestructura, equipamiento médico e informático, desarrollos y RRHH, entre otros. Luego de la verificación del cumplimiento de los resultados y las auditorías financieras, se desembolsan los montos invertidos.",Departamentos/ municipios priorizados.,"Componente 1: Expansión y mejora del primer nivel de atención; Componente 2: Fortalecimiento de redes de servicios de salud; Componente 3: Fortalecimiento del sistema público provincial de prevención, diagnóstico y atención de COVID-19.",,,,,,Lucía Grodsinsky,Lucia Baratucci
6. Buenos Aires,1. Primaria,2024-08-26,2023,SEGURO PÚBLICO DE SALUD,,SEGURO PÚBLICO DE SALUD,Ministerio de Salud,,Subsecretaría de Atención y Cuidados Integrales de las personas,Unidad de Fortalecimiento del Sistema de Salud.,,3-Sin Información,,4-Salud,2-No contributivo,"garantizar el acceso a la salud de los bonaerenses, entre 6 y 69 años, que cuenten con cobertura estatal exclusiva (CEE) y no cuenten con los medios y recursos para afrontar los costos de su atención individual y/o familiar.",SD,Ley Provincial 13413.,Población entre 6 y 69 años sin obra social.,SD,SD,Departamentos/ municipios con convenio.,"Promoción de la Salud y Prevención de las enfermedades a través de una red de prestadores médicos, obstétricas, odontólogos, bioquímicos, asistentes sociales, enfermeros, promotores de salud, y administrativos.",,,,,,Lucía Grodsinsky,Lucia Baratucci
6. Buenos Aires,1. Primaria,2024-08-26,2023,SUMAR,,SUMAR,Ministerio de Salud,,Subsecretaría de Atención y Cuidados Integrales de las personas,Unidad de Fortalecimiento del Sistema de Salud.,,3-Sin Información,,4-Salud,2-No contributivo,Mejorar la calidad y la equidad de la atención; Priorizar líneas de cuidado orientadas a la prevención y promoción de la salud y Estimular el adecuado registro de los servicios de salud,Favorecer el acceso a la información de los servicios de salud y la utilización de la misma para la toma de decisiones; Promover la integralidad y longitudinalidad de los cuidados; Acompañar y fortalecer las estrategias que se priorizan desde el Ministerio de Salud Provincial; Impulsar procesos de mejora sobre el registro nominal digital (HCE) ; Estimular la inversión en salud sobre todos aquellos Municipios y Hospitales (de cualquier dependencia) de la PBA con los que exista un compromiso de gestión firmado.,SD,Personas sin Obra Social que residan en territorio bonaerense.,"Compromiso de Gestión entre el Programa Sumar y los establecimientos Municipales, Provinciales y Nacionales.",SD,Departamentos/ municipios con convenio.,"El ministerio de Salud de la Nación realiza mensualmente transferencias capitadas por personas sin OOSS y CEB, proporción es 60/40%.",,,,,,Lucía Grodsinsky,Lucia Baratucci
6. Buenos Aires,1. Primaria,2024-08-26,2023,AGENDA DIGITAL,,AGENDA DIGITAL,Ministerio de Salud,,Subsecretaría de Atención y Cuidados Integrales de las personas,Unidad de Fortalecimiento del Sistema de Salud.,,3-Sin Información,,4-Salud,2-No contributivo,"Implementar una política de información en salud que favorezca la integración de sistemas de información, promueva la generación de conocimiento en el sector público, mejore la gestión sanitaria y colabore con el cumplimiento del derecho a la salud de la ciudadanía.",Relevar el estado de situación de conectividad e infraestructura de los Municipios de la Provincia de Buenos Aires; Ofrecer una solución de historia clínica electrónica (HCE) que permita integrar la información longitudinal de salud del paciente siguiendo estándares de interoperabilidad; Optimizar el proceso de recupero de costos en el Primer y Segundo Nivel de Atención; Informatización del proceso de referencia-contra referencia mediante documentos y funcionalidades estructuradas; Desarrollar estrategias de manejo de cambio con equipos de implementación multidisciplinarios durante el proceso de implementación de redes de salud y soluciones informáticas en establecimientos de salud.,SD,Efectores de Primer Nivel de Atención Municipal y Efectores Provinciales.,SD,SD,Departamentos/ municipios con convenio.,Desembolsos por cumplimiento de indicadores.,,,,,,Lucía Grodsinsky,Lucia Baratucci
6. Buenos Aires,1. Primaria,2024-08-26,2023,CETEC - TELESALUD,,CETEC - TELESALUD,Ministerio de Salud,,Subsecretaría de Atención y Cuidados Integrales de las personas,Unidad de Fortalecimiento del Sistema de Salud.,,3-Sin Información,,4-Salud,2-No contributivo,"Acompañar procesos de salud, enfermedad, cuidado y atención de la población de la provincia de Buenos Aires a través de dispositivos de Telesalud de modo integral.","Fortalecer la vigilancia epidemiológica en la PBA a partir de la detección precoz y el seguimiento telefónico de casos sospechosos, confirmados de COVID-19 y sus contactos estrechos; Brindar soporte en la campaña de vacunación en lo que respecta al uso de los sistemas informáticos; Participar en el estudio de la farmacovigilancia por inmunización para COVID-19; Desarrollar estrategias orientadas a mejorar la accesibilidad de la población al sistema de salud y la adherencia a los tratamientos por la vía telefónica; Diseñar y desarrollar tareas de prevención y promoción de la salud a través de la Telemedicina; Colaborar a la integración del sistema de salud.",SD,Los dispositivos CeTec están orientados a acompañar a toda la población de la Provincia de Buenos Aires.,SD,SD,Total provincia.,"Priorización, derivación y seguimiento de casos sospechosos de Covid 19; Prevención y Seguimiento a personas con Enfermedades Crónicas No Transmisibles; Estrategias de Prevención secundaria en Cáncer cérvico uterino y colorrectal; Promoción en salud de personas gestantes y facilitación de la Asignación Universal por Embarazo (AUE) Gestantes.",,,,,,César Bissutti,Lucia Baratucci
6. Buenos Aires,1. Primaria,2024-08-26,2023,PROGRAMA PROVINCIAL DE IMPLEMENTACIÓN DE POLÍTICAS DE GÉNERO Y DIVERSIDAD SEXUAL EN SALUD,,PROGRAMA PROVINCIAL DE IMPLEMENTACIÓN DE POLÍTICAS DE GÉNERO Y DIVERSIDAD SEXUAL EN SALUD,Ministerio de Salud,,Subsecretaría de Atención y Cuidados Integrales de las personas,Dirección Provincial de Equidad de Género en Salud.,,3-Sin Información,,4-Salud,2-No contributivo,"Garantizar el acceso a la salud integral de la comunidad LGBTI+ desde una perspectiva de género, diversidad sexual y derechos humanos, en todo el territorio de la provincia de Buenos Aires.","Ampliar y fortalecer la oferta de servicios públicos dentro de la provincia de Buenos Aires que brindan tratamientos de modificación corporal para las personas trans que lo soliciten; Garantizar la atención a la comunidad LGBTIQ+ en el marco de derechos dentro de los hospitales provinciales de la provincia de Buenos Aires; Ampliar la oferta de efectores del sistema de salud pública de la provincia de Buenos Aires que ofrecen atención integral para niñes y adolescentes trans; Elaborar instrumentos (guías/ protocolos, etc.) para operacionalizar el marco normativo vigente en materia de género, diversidad sexual y derechos humanos; Monitorear el cumplimiento de la Ley de identidad de género N° 26.743 en los ámbitos de salud de la provincia de Buenos Aires; Gestionar y distribuir los insumos necesarios para garantizar el derecho a los tratamientos corporales mencionados en la Ley de identidad de género 26.743; Construir información para la gestión del Programa de Implementación de políticas de género y diversidad sexual; Convocar para evaluación y monitoreo de las políticas públicas llevadas adelante por el Programa de Implementación de políticas de género y diversidad sexual a los consejos consultivos y académicos.","El Programa fue creado por Resolución Ministerial N°269/2017. Ley Nacional de Identidad de Género N°26.743. Decreto Nacional 903/2015 (reglamentación artículo 11 de la ley 26.743). Código Civil y Comercial (particularmente art. 2, 25, 26 y 59 en relación a la Ley de Identidad de Género). Ley de Derechos del Paciente N°26.529. Ley Antidiscriminatoria N°23.592. Ley de Protección Integral de los Derechos de los Niños, Niñas y Adolescentes N°26.061. Ley de Matrimonio Igualitario N°26.618. Ley de acceso integral a procedimientos y técnicas médico asistenciales de reproducción médicamente asistida N°26.862. Ley 14.783 de Cupo Laboral Travesti-trans “Diana Sacayán”.",Personas de la comunidad LGBTI+.,SD,SD,SD,SD,,,,,,César Bissutti,Lucia Baratucci
6. Buenos Aires,1. Primaria,2024-08-26,2023,PROGRAMA QUNITA BONAERENSE,,PROGRAMA QUNITA BONAERENSE,Ministerio de Salud,,Subsecretaría de Atención y Cuidados Integrales de las personas,Dirección Provincial de Equidad de Género en Salud.,,3-Sin Información,,4-Salud,2-No contributivo,"Implementar una estrategia integral de cuidados en la que se articulen políticas de acceso a una salud sexual, políticas de atención respetuosa del embarazo, parto y puerperio, acciones de acompañamiento del nacimiento, lactancia y crianza de niñas y niños durante los primeros años, en el marco de una perspectiva de organización social de los cuidados y del cuidado del ambiente.","Fortalecer estrategias a nivel provincial y municipal para el acompañamiento, atención y cuidado de las personas gestantes desde el inicio hasta la finalización del embarazo, en el marco de la ley de Parto Respetado (Ley Nacional N° 25.929) y Ley de los 1000 días (Ley Nacional N° 27.611); Promover un modelo de atención centrado en la soberanía que respete y acompañe las decisiones de las personas gestantes durante el proceso reproductivo y no reproductivo; Fortalecer estrategias de acompañamiento, cuidado y atención de las personas desde su nacimiento y la primera infancia en el marco de la Ley Nacional “1000 días” (Ley Nacional N° 27.611); Garantizar el acceso equitativo a los elementos necesarios para el cuidado y crianza de las personas desde su nacimiento y durante los primeros años de vida; Favorecer el funcionamiento integrado en red del sistema de salud, actuando como herramienta que colabore en la estrategia de regionalización de la atención perinatal y posnatal, para brindar cuidados oportunos y prevenir complicaciones; Promover redes de cuidado social que fortalezcan los vínculos de corresponsabilidad en los procesos de embarazo, parto, posparto, nacimiento y crianza.","La creación de la Unidad de Implementación de la Ley de los 1000 días y del Programa Qunita Bonaerense se explicita en el Decreto Provincial N° 268/2022 de la Provincia de Buenos Aires. La implementación del Programa se encuadra en el cumplimiento de los derechos y garantías previstas principalmente en la Constitución de la Provincia de Buenos Aires (art. 36, inc. 4 y 8), como así también en la Ley Nacional N° 27.611 de atención y cuidado integral de la salud durante el embarazo y la primera infancia, conocida como “ley de 1.000 días” y en la Ley Nacional N° 25.929 de derechos de las personas gestantes en relación con el embarazo, trabajo de parto y postparto, junto con la Ley Provincial N° 15.188 de adhesión a la ley de parto respetado, y la Ley Nacional N° 26.061 (de protección integral de las niñas, niños y adolescentes) y la Ley Provincial N° 13.298 (de promoción y protección integral de derechos de niños, niñas y adolescentes).","Personas gestantes con cobertura pública exclusiva y que perciban la asignación por embarazo (o potencialmente beneficiaria) y sus familias, residentes de la Provincia de Buenos Aires, que tengan sus partos en hospitales públicos de la PBA que cuentan con servicios de obstetricia y que cumplan con las Directrices para la adecuación de Centros Obstétricos y Neonatales garantes de derechos en la Provincia de Buenos Aires.",SD,SD,SD,Cuidados reproductivos y perinatales; Proceso de embarazo / Parto / Nacimiento / Posparto; Primeros días de la persona recién nacida; Salud sexual integral; Sexualidad y cuidados ; Anticoncepción; Salud Menstrual; Cuidados en salud en la primera infancia; Cuidados integrales de salud infantil; Promoción del desarrollo infantil ; Vacunación de Calendario; Redes de cuidados de niños y niñas con condiciones de salud crónicas y/o complejas ; Organización social del cuidado; Participación popular y cuidados; Lactancia y alimentación ; Crianza con derechos y con ternura.,,,,,,Lorena Zappoli,Lucia Baratucci
